ADDRESS,city,state,Metro,zip,price,sq ft,acreage,pricesqft,list-card-label,list-card-variable-text,walkscore,description,LATITUDE,LONGITUDE,bike_score,transit_score
3052 Hull Ave,Bronx,NY,New York,10467,404000,2949.0,0.06769972452,136.9955917,sqft lot,Sold 10/23/2020,95,Walker's Paradise,40.871519,-73.879264,76,100
3750 Barnes Ave,Bronx,NY,New York,10467,425000,6002.0,0.1377869605,70.80973009,sqft lot,Sold 01/18/2019,85,Very Walkable,40.88201,-73.859992,72,91
3101 Webster Ave,Bronx,NY,New York,10467,495000,2874.0,0.06597796143,172.2338205,sqft lot,Sold 08/29/2019,92,Walker's Paradise,40.871148,-73.877377,74,100
94-100 E 208th St,Bronx,NY,New York,10467,520000,2500.0,0.05739210285,208.0,sqft lot,Sold 05/21/2018,92,Walker's Paradise,40.878284,-73.88187,70,100
3565 Dekalb Ave,Bronx,NY,New York,10467,605000,1089000.0,25.0,0.5555555556,acres lot,Sold 11/30/2020,90,Walker's Paradise,40.884005,-73.879381,61,98
3307 Cruger Ave,Bronx,NY,New York,10467,690000,1672.0,0.03838383838,412.6794258,sqft lot,Sold 12/17/2018,90,Very Walkable,40.873815,-73.86641,83,98
767 E 218th St,Bronx,NY,New York,10467,840000,2857.0,0.06558769513,294.0147007,sqft lot,Sold 08/28/2019,85,Very Walkable,40.882318,-73.860692,72,91
722 E 216th St,Bronx,NY,New York,10467,1400000,5636.0,0.1293847567,248.4031228,sqft lot,Sold 01/07/2019,86,Very Walkable,40.880804,-73.863164,75,95
3099 Webster Ave,Bronx,NY,New York,10467,1980000,3001.0,0.06889348026,659.7800733,sqft lot,Sold 08/29/2019,92,Walker's Paradise,40.871111,-73.877492,74,100
3300 Webster Ave,Bronx,NY,New York,10467,2000000,11325.6,0.26,176.5910857,acres lot,Sold 11/14/2019,89,Very Walkable,40.875764,-73.872496,57,100
114 E 198th St,Bronx,NY,New York,10468,610000,2448.0,0.05619834711,249.1830065,sqft lot,Sold 12/13/2019,93,Walker's Paradise,40.870246,-73.891586,69,100
2769 Creston Ave,Bronx,NY,New York,10468,975000,3358.0,0.07708907254,290.3513996,sqft lot,Sold 06/26/2019,93,Walker's Paradise,40.869931,-73.893085,68,100
3168 Villa Ave,Bronx,NY,New York,10468,1260000,5000.0,0.1147842057,252.0,sqft lot,Sold 05/27/2020,90,Walker's Paradise,40.876164,-73.886761,74,100
2499 Sedgwick Ave,Bronx,NY,New York,10468,2770000,4948.0,0.11359045,559.8221504,sqft lot,Sold 06/21/2019,76,Very Walkable,40.866048,-73.908305,33,100
3231 Colden Ave,Bronx,NY,New York,10469,96734,2500.0,0.05739210285,38.6936,sqft lot,Sold 03/25/2020,81,Very Walkable,40.872303,-73.859678,78,90
1517 Adee Ave,Bronx,NY,New York,10469,100000,2374.0,0.05449954086,42.12299916,sqft lot,Sold 09/08/2020,82,Very Walkable,40.869881,-73.841982,50,84
2539 Hone Ave,Bronx,NY,New York,10469,138000,2500.0,0.05739210285,55.2,sqft lot,Sold 08/16/2018,91,Walker's Paradise,40.864279,-73.858059,70,84
Givan Ave,Bronx,NY,New York,10469,230000,4500.0,0.1033057851,51.11111111,sqft lot,Sold 07/16/2018,76,Very Walkable,40.876458,-73.838898,58,83
3026 Kingsland Ave,Bronx,NY,New York,10469,250000,2008.0,0.04609733701,124.501992,sqft lot,Sold 05/18/2020,79,Very Walkable,40.870783,-73.840796,47,84
3409 Edson Ave,Bronx,NY,New York,10469,340000,9900.0,0.2272727273,34.34343434,sqft lot,Sold 12/04/2019,80,Very Walkable,40.87897,-73.838859,53,82
2517 Wilson Ave,Bronx,NY,New York,10469,350000,5000.0,0.1147842057,70.0,sqft lot,Sold 01/24/2020,81,Very Walkable,40.863541,-73.849478,59,81
2945 Tenbroeck Ave,Bronx,NY,New York,10469,450000,5000.0,0.1147842057,90.0,sqft lot,Sold 07/02/2019,75,Very Walkable,40.868998,-73.853062,58,81
2790 Sexton Pl,Bronx,NY,New York,10469,497000,5998.0,0.1376951331,82.86095365,sqft lot,Sold 01/08/2020,83,Very Walkable,40.869252,-73.8471,58,81
2310 Williamsbridge Rd,Bronx,NY,New York,10469,718000,3484.0,0.07998163453,206.0849598,sqft lot,Sold 06/05/2019,86,Very Walkable,40.860138,-73.857122,78,88
1429-1431  East Gun Hill,Bronx,NY,New York,10469,800000,6000.0,0.1377410468,133.3333333,sqft lot,Sold 01/24/2020,87,Very Walkable,40.869415,-73.844231,58,83
2919 Hone Ave,Bronx,NY,New York,10469,800000,8400.0,0.1928374656,95.23809524,sqft lot,Sold 08/10/2018,88,Very Walkable,40.868438,-73.857875,74,85
3144 Mickle Ave,Bronx,NY,New York,10469,901151,8454.0,0.194077135,106.5946298,sqft lot,Sold 11/19/2020,81,Very Walkable,40.872952,-73.842832,46,82
4819 Murdock Ave,Bronx,NY,New York,10470,60000,2613.0,0.0599862259,22.96211251,sqft lot,Sold 07/15/2020,76,Very Walkable,40.905427,-73.845785,55,84
662 E 240th St,Bronx,NY,New York,10470,70000,5000.0,0.1147842057,14.0,sqft lot,Sold 06/06/2019,82,Very Walkable,40.902448,-73.852953,58,89
704 E 241st St,Bronx,NY,New York,10470,150000,4775.0,0.1096189164,31.41361257,sqft lot,Sold 10/10/2018,82,Very Walkable,40.902429,-73.850575,58,89
6691 Broadway,Bronx,NY,New York,10471,375000,2847.0,0.06535812672,131.7175975,sqft lot,Sold 12/03/2018,79,Very Walkable,40.911007,-73.896804,37,68
Broadway,Bronx,NY,New York,10471,375000,2847.0,0.06535812672,131.7175975,sqft lot,Sold 12/11/2018,79,Very Walkable,40.910934,-73.897067,37,68
1675 Westchester Ave,Bronx,NY,New York,10472,1,37026.0,0.85,2.7e-05,acres lot,Sold 02/28/2018,94,Walker's Paradise,40.83055,-73.87246,57,90
1210 Leland Ave,Bronx,NY,New York,10472,96330,2500.0,0.05739210285,38.532,sqft lot,Sold 12/10/2018,94,Walker's Paradise,40.830732,-73.862939,51,92
1347 Commonwealth Ave,Bronx,NY,New York,10472,450000,4356.0,0.1,103.3057851,sqft lot,Sold 04/26/2019,92,Walker's Paradise,40.834325,-73.869135,54,100
1026 Leland Ave,Bronx,NY,New York,10472,520000,5401.0,0.123989899,96.27846695,sqft lot,Sold 10/07/2020,89,Very Walkable,40.826815,-73.862031,49,89
1965 Chatterton Ave,Bronx,NY,New York,10472,750000,2574.0,0.05909090909,291.3752914,sqft lot,Sold 08/01/2018,89,Very Walkable,40.827551,-73.857673,58,88
1215 Saint Lawrence Ave,Bronx,NY,New York,10472,785000,2482.0,0.05697887971,316.2771958,sqft lot,Sold 05/16/2019,93,Walker's Paradise,40.830223,-73.867226,49,91
1424 Harding Park,Bronx,NY,New York,10473,480000,1263.0,0.02899449036,380.0475059,sqft lot,Sold 01/13/2020,51,Somewhat Walkable,40.808607,-73.857511,58,59
519 Bolton Ave,Bronx,NY,New York,10473,500000,2500.0,0.05739210285,200.0,sqft lot,Sold 08/17/2018,75,Very Walkable,40.816174,-73.858223,71,64
525 Bolton Ave,Bronx,NY,New York,10473,500000,2378.0,0.05459136823,210.2607233,sqft lot,Sold 08/17/2018,75,Very Walkable,40.816307,-73.858319,71,64
525 Bolton Ave #A,Bronx,NY,New York,10473,500000,1624.0,0.03728191001,307.8817734,sqft lot,Sold 08/17/2018,75,Very Walkable,40.816307,-73.858319,71,64
557 Taylor Ave,Bronx,NY,New York,10473,890000,3484.0,0.07998163453,255.4535017,sqft lot,Sold 07/26/2018,79,Very Walkable,40.816622,-73.862147,63,62
215 Soundview Ave,Bronx,NY,New York,10473,5250000,64468.8,1.48,81.43474053,acres lot,Sold 08/28/2018,58,Somewhat Walkable,40.810434,-73.856136,70,61
311 Coster St,Bronx,NY,New York,10474,337500,5000.0,0.1147842057,67.5,sqft lot,Sold 08/14/2019,75,Very Walkable,40.807104,-73.885785,64,50
647 Manida St,Bronx,NY,New York,10474,575000,2500.0,0.05739210285,230.0,sqft lot,Sold 01/08/2020,85,Very Walkable,40.813273,-73.888359,63,88
883 Bryant Ave #885,Bronx,NY,New York,10474,640000,5000.0,0.1147842057,128.0,sqft lot,Sold 07/29/2020,92,Walker's Paradise,40.819391,-73.887095,68,100
1122 Longwood Ave,Bronx,NY,New York,10474,900000,3325.0,0.07633149679,270.6766917,sqft lot,Sold 01/22/2019,94,Walker's Paradise,40.814367,-73.893482,72,97
425 Manida St,Bronx,NY,New York,10474,1000000,5000.0,0.1147842057,200.0,sqft lot,Sold 05/13/2019,79,Very Walkable,40.80898,-73.887248,69,68
3303 Rombouts Ave,Bronx,NY,New York,10475,460000,5000.0,0.1147842057,92.0,sqft lot,Sold 10/16/2018,73,Very Walkable,40.880507,-73.828167,49,79
2277 Hollers Ave,Bronx,NY,New York,10475,550000,5000.0,0.1147842057,110.0,sqft lot,Sold 04/16/2018,84,Very Walkable,40.88437,-73.82826,50,79
Landing Rd,Bronx,NY,New York,10475,18000000,227383.2,5.22,79.16152117,acres lot,Sold 01/27/2020,63,Somewhat Walkable,40.867818,-73.909586,38,100
339 Hicks St,Brooklyn,NY,New York,11201,10100000,33541.2,0.77,301.1222019,acres lot,Sold 03/23/2020,97,Walker's Paradise,40.690681,-73.99755,90,100
383 Gold St,Brooklyn,NY,New York,11201,100000000,2655.0,0.06095041322,37664.78343,sqft lot,Sold 07/02/2019,99,Walker's Paradise,40.692826,-73.983199,90,100
67 Duffield St,Brooklyn,NY,New York,11201,60000000,27442.8,0.63,2186.365823,acres lot,Sold 08/03/2018,95,Walker's Paradise,40.696485,-73.983555,91,100
110 E 53rd St,Brooklyn,NY,New York,11203,630000,1999.0,0.04589072544,315.1575788,sqft lot,Sold 03/05/2019,87,Very Walkable,40.657531,-73.928392,59,98
944 Utica Ave,Brooklyn,NY,New York,11203,750000,4000.0,0.09182736455,187.5,sqft lot,Sold 12/18/2018,88,Very Walkable,40.649808,-73.93053,56,73
437 E 45th St,Brooklyn,NY,New York,11203,800000,6000.0,0.1377410468,133.3333333,sqft lot,Sold 11/20/2018,86,Very Walkable,40.651004,-73.93486,53,81
2041 53rd St,Brooklyn,NY,New York,11204,650000,2051.0,0.04708448118,316.9185763,sqft lot,Sold 02/21/2019,88,Very Walkable,40.622669,-73.977292,62,91
1426 W 4th St,Brooklyn,NY,New York,11204,1620000,3920.0,0.08999081726,413.2653061,sqft lot,Sold 10/01/2018,94,Walker's Paradise,40.611357,-73.978646,65,94
5814 18th Ave,Brooklyn,NY,New York,11204,3000000,2362.0,0.05422405877,1270.110076,sqft lot,Sold 05/22/2018,90,Very Walkable,40.622943,-73.986752,56,94
367 Flushing Ave,Brooklyn,NY,New York,11205,200000,2500.0,0.05739210285,80.0,sqft lot,Sold 06/27/2018,94,Walker's Paradise,40.698621,-73.960708,90,84
96 Sandford St #A,Brooklyn,NY,New York,11205,200000,1750.0,0.04017447199,114.2857143,sqft lot,Sold 06/09/2020,94,Walker's Paradise,40.696039,-73.953912,89,93
466 Lafayette,Brooklyn,NY,New York,11205,696500,1667.0,0.03826905418,417.8164367,sqft lot,Sold 09/05/2018,96,Walker's Paradise,40.68905,-73.956516,93,93
594 Myrtle Ave,Brooklyn,NY,New York,11205,1500000,1626.0,0.03732782369,922.5092251,sqft lot,Sold 03/26/2020,98,Walker's Paradise,40.69387,-73.960574,98,90
31 Spencer St,Brooklyn,NY,New York,11205,10500000,10000.0,0.2295684114,1050.0,sqft lot,Sold 07/01/2019,93,Walker's Paradise,40.69803,-73.95559,87,93
733 Myrtle Ave,Brooklyn,NY,New York,11205,12400000,3500.0,0.08034894399,3542.857143,sqft lot,Sold 11/13/2019,95,Walker's Paradise,40.69506,-73.953629,90,93
604 Myrtle Ave,Brooklyn,NY,New York,11205,2350000,2500.0,0.05739210285,940.0,sqft lot,Sold 03/01/2019,98,Walker's Paradise,40.693898,-73.959984,98,90
622 Willoughby Ave,Brooklyn,NY,New York,11206,325000,2000.0,0.04591368228,162.5,sqft lot,Sold 02/08/2018,92,Walker's Paradise,40.694188,-73.94445,86,98
226 Hart St,Brooklyn,NY,New York,11206,645000,2700.0,0.06198347107,238.8888889,sqft lot,Sold 02/14/2019,93,Walker's Paradise,40.693652,-73.942533,86,98
30 Vernon Ave,Brooklyn,NY,New York,11206,1100000,1800.0,0.04132231405,611.1111111,sqft lot,Sold 04/14/2020,94,Walker's Paradise,40.694205,-73.950784,90,93
2-14 Whipple St,Brooklyn,NY,New York,11206,1500000,4167.0,0.09566115702,359.9712023,sqft lot,Sold 04/24/2018,97,Walker's Paradise,40.70045,-73.945702,78,100
21 Ingraham St,Brooklyn,NY,New York,11206,14500000,5000.0,0.1147842057,2900.0,sqft lot,Sold 11/23/2020,97,Walker's Paradise,40.707131,-73.932957,87,97
169 Lorimer St,Brooklyn,NY,New York,11206,3580000,3067.0,0.07040863177,1167.264428,sqft lot,Sold 06/26/2019,96,Walker's Paradise,40.703667,-73.949024,88,100
295 Wallabout St,Brooklyn,NY,New York,11206,4520000,6300.0,0.1446280992,717.4603175,sqft lot,Sold 05/15/2019,94,Walker's Paradise,40.702386,-73.947989,76,100
281 Jerome,Brooklyn,NY,New York,11207,60000,2000.0,0.04591368228,30.0,sqft lot,Sold 12/26/2018,90,Walker's Paradise,40.675073,-73.886913,64,100
483 New Lots Ave,Brooklyn,NY,New York,11207,75000,791.0,0.01815886134,94.81668774,sqft lot,Sold 02/19/2019,88,Very Walkable,40.663318,-73.890135,74,100
684 Jerome St,Brooklyn,NY,New York,11207,125000,2000.0,0.04591368228,62.5,sqft lot,Sold 12/12/2018,86,Very Walkable,40.663782,-73.884066,71,100
2774 Atlantic Ave,Brooklyn,NY,New York,11207,133000,2073.0,0.04758953168,64.15822479,sqft lot,Sold 06/05/2019,89,Very Walkable,40.676061,-73.891785,69,100
111 Sheffield Ave,Brooklyn,NY,New York,11207,136000,2500.0,0.05739210285,54.4,sqft lot,Sold 05/18/2018,91,Walker's Paradise,40.674747,-73.897335,70,100
350 Hendrix St,Brooklyn,NY,New York,11207,200000,2199.0,0.05048209366,90.95043201,sqft lot,Sold 12/09/2020,88,Very Walkable,40.673351,-73.889817,70,100
19 Barbey St,Brooklyn,NY,New York,11207,225000,4645.0,0.1066345271,48.43918192,sqft lot,Sold 03/06/2018,80,Very Walkable,40.682968,-73.89026,51,90
281 New Jersey Ave,Brooklyn,NY,New York,11207,280000,2500.0,0.05739210285,112.0,sqft lot,Sold 11/27/2019,90,Walker's Paradise,40.672764,-73.894766,73,100
202 Sheffield Ave,Brooklyn,NY,New York,11207,299000,2099.0,0.04818640955,142.4487851,sqft lot,Sold 03/23/2020,90,Walker's Paradise,40.672327,-73.897266,70,100
382 Hendrix St,Brooklyn,NY,New York,11207,385000,1762.0,0.04044995409,218.5017026,sqft lot,Sold 08/15/2018,87,Very Walkable,40.672464,-73.889541,73,100
114 Arlington Ave,Brooklyn,NY,New York,11207,395000,5000.0,0.1147842057,79.0,sqft lot,Sold 04/30/2018,91,Walker's Paradise,40.67974,-73.890626,67,97
497 Glenmore Ave,Brooklyn,NY,New York,11207,710000,2500.0,0.05739210285,284.0,sqft lot,Sold 06/25/2018,88,Very Walkable,40.674,-73.891996,71,100
501 Glenmore,Brooklyn,NY,New York,11207,710000,2500.0,0.05739210285,284.0,sqft lot,Sold 06/15/2018,88,Very Walkable,40.673932,-73.891937,71,100
2671 Atlantic Ave,Brooklyn,NY,New York,11207,978737,7718.0,0.1771808999,126.8122571,sqft lot,Sold 10/09/2020,89,Very Walkable,40.6764,-73.895635,67,100
2518 Atlantic Ave,Brooklyn,NY,New York,11207,1500000,9853.0,0.2261937557,152.2378971,sqft lot,Sold 02/11/2019,84,Very Walkable,40.675265,-73.901284,65,100
1474 Blake Ave,Brooklyn,NY,New York,11208,39000,2000.0,0.04591368228,19.5,sqft lot,Sold 11/26/2019,84,Very Walkable,40.672391,-73.861976,52,83
537 Shepherd Ave,Brooklyn,NY,New York,11208,40000,2500.0,0.05739210285,16.0,sqft lot,Sold 03/25/2019,83,Very Walkable,40.671176,-73.879769,75,100
869 Glenmore Ave,Brooklyn,NY,New York,11208,130000,1498.0,0.03438934803,86.7823765,sqft lot,Sold 05/10/2018,89,Very Walkable,40.676049,-73.877981,63,100
141 Fountain Ave,Brooklyn,NY,New York,11208,190000,1999.0,0.04589072544,95.04752376,sqft lot,Sold 12/03/2018,91,Walker's Paradise,40.676767,-73.875441,61,92
210 Berriman St,Brooklyn,NY,New York,11208,200000,1999.0,0.04589072544,100.050025,sqft lot,Sold 05/29/2019,87,Very Walkable,40.673485,-73.879982,67,100
1144 Dumont,Brooklyn,NY,New York,11208,250000,3228.0,0.0741046832,77.44733581,sqft lot,Sold 10/25/2018,84,Very Walkable,40.669121,-73.874293,72,100
457 Lincoln Ave,Brooklyn,NY,New York,11208,250000,2202.0,0.05055096419,113.5331517,sqft lot,Sold 10/07/2020,95,Walker's Paradise,40.678963,-73.867856,55,90
Sutter Ave,Brooklyn,NY,New York,11208,380550,2700.0,0.06198347107,140.9444444,sqft lot,Sold 11/13/2019,88,Very Walkable,40.672701,-73.872418,66,100
680 Cozine Ave,Brooklyn,NY,New York,11208,490000,5401.0,0.123989899,90.72394001,sqft lot,Sold 03/30/2020,69,Somewhat Walkable,40.661879,-73.867975,59,74
136 Glen St,Brooklyn,NY,New York,11208,550000,2500.0,0.05739210285,220.0,sqft lot,Sold 10/25/2018,92,Walker's Paradise,40.680811,-73.870505,60,89
3122 Fulton St,Brooklyn,NY,New York,11208,760000,347.0,0.007966023875,2190.201729,sqft lot,Sold 10/09/2019,91,Walker's Paradise,40.681291,-73.879705,60,87
554-576 Cozine Ave,Brooklyn,NY,New York,11208,25300000,97138.8,2.23,260.4520542,acres lot,Sold 05/11/2018,76,Very Walkable,40.659809,-73.873751,55,90
Milford St,Brooklyn,NY,New York,11208,5600000,22215.6,0.51,252.0751184,acres lot,Sold 10/20/2020,85,Very Walkable,40.674023,-73.876946,63,100
2433 Pitkin Ave,Brooklyn,NY,New York,11208,6250000,5000.0,0.1147842057,1250.0,sqft lot,Sold 11/30/2020,87,Very Walkable,40.674129,-73.882475,66,100
458 87th St,Brooklyn,NY,New York,11209,975000,0.0,0.0,,sqft lot,Sold 10/09/2020,98,Walker's Paradise,40.620946,-74.027312,70,89
9701 3rd Ave,Brooklyn,NY,New York,11209,6000000,7030.0,0.1613865932,853.485064,sqft lot,Sold 02/12/2018,96,Walker's Paradise,40.615496,-74.033984,79,88
2671 Bedford Ave,Brooklyn,NY,New York,11210,760000,7300.0,0.1675849403,104.109589,sqft lot,Sold 03/09/2020,93,Walker's Paradise,40.637484,-73.953436,74,100
1541 New York Ave,Brooklyn,NY,New York,11210,1070000,3000.0,0.06887052342,356.6666667,sqft lot,Sold 11/26/2018,89,Very Walkable,40.635193,-73.94466,55,99
2263 Nostrand Ave,Brooklyn,NY,New York,11210,19000000,29620.8,0.68,641.4411495,acres lot,Sold 04/02/2019,95,Walker's Paradise,40.629666,-73.947053,65,99
220 Broadway,Brooklyn,NY,New York,11211,25000,0.0,0.0,,sqft lot,Sold 09/28/2020,99,Walker's Paradise,40.709309,-73.960974,96,100
383 Manhattan Ave,Brooklyn,NY,New York,11211,1450000,2500.0,0.05739210285,580.0,sqft lot,Sold 03/29/2018,98,Walker's Paradise,40.717558,-73.94688,95,95
359 Bedford Ave,Brooklyn,NY,New York,11211,15000000,9200.0,0.2112029385,1630.434783,sqft lot,Sold 07/30/2019,99,Walker's Paradise,40.71148,-73.962895,97,100
566 Grand St,Brooklyn,NY,New York,11211,2080000,1875.0,0.04304407713,1109.333333,sqft lot,Sold 06/24/2019,99,Walker's Paradise,40.71093,-73.949186,90,100
550 Metropolitan Ave #6,Brooklyn,NY,New York,11211,2850000,3000.0,0.06887052342,950.0,sqft lot,Sold 10/11/2019,99,Walker's Paradise,40.713792,-73.95055,92,100
286 N 8th St,Brooklyn,NY,New York,11211,41400000,5997.0,0.1376721763,6903.451726,sqft lot,Sold 12/19/2019,98,Walker's Paradise,40.715589,-73.953124,93,100
491 Bedford Ave,Brooklyn,NY,New York,11211,7770000,7400.0,0.1698806244,1050.0,sqft lot,Sold 07/23/2019,96,Walker's Paradise,40.706439,-73.963346,96,99
62 Riverdale Ave,Brooklyn,NY,New York,11212,140000,1000.0,0.02295684114,140.0,sqft lot,Sold 07/20/2018,88,Very Walkable,40.659959,-73.914512,72,100
134 Blake Ave,Brooklyn,NY,New York,11212,195000,1398.0,0.03209366391,139.4849785,sqft lot,Sold 03/18/2020,87,Very Walkable,40.664682,-73.914761,77,100
133 Dumont Ave,Brooklyn,NY,New York,11212,220000,1598.0,0.03668503214,137.6720901,sqft lot,Sold 01/10/2020,87,Very Walkable,40.663488,-73.914756,76,100
166 Livonia Ave,Brooklyn,NY,New York,11212,350000,2526.0,0.05798898072,138.5589865,sqft lot,Sold 08/17/2020,87,Very Walkable,40.661839,-73.912125,74,100
195 Herzl St,Brooklyn,NY,New York,11212,360000,2500.0,0.05739210285,144.0,sqft lot,Sold 12/26/2019,86,Very Walkable,40.665371,-73.914207,76,100
456 Blake Ave,Brooklyn,NY,New York,11212,430000,3049.0,0.06999540863,141.0298459,sqft lot,Sold 12/28/2018,88,Very Walkable,40.666487,-73.902332,76,100
117 Osborn St,Brooklyn,NY,New York,11212,1960000,2500.0,0.05739210285,784.0,sqft lot,Sold 01/18/2019,87,Very Walkable,40.669587,-73.908496,77,100
514 Herkimer St,Brooklyn,NY,New York,11213,1800000,5550.0,0.1274104683,324.3243243,sqft lot,Sold 12/09/2019,92,Walker's Paradise,40.678568,-73.936495,80,96
7 Bay 49th St,Brooklyn,NY,New York,11214,450000,7305.0,0.1676997245,61.60164271,sqft lot,Sold 03/15/2019,79,Very Walkable,40.589195,-73.984091,66,99
588 Union St,Brooklyn,NY,New York,11215,345000,2565.0,0.05888429752,134.502924,sqft lot,Sold 11/17/2020,98,Walker's Paradise,40.677737,-73.984546,93,100
379 12th St,Brooklyn,NY,New York,11215,2850000,4367.0,0.1002525253,652.6219373,sqft lot,Sold 10/26/2020,99,Walker's Paradise,40.665796,-73.984014,88,100
334 21st St,Brooklyn,NY,New York,11215,3050000,5008.0,0.1149678604,609.0255591,sqft lot,Sold 03/08/2018,92,Walker's Paradise,40.659187,-73.990296,70,100
Nostrand Ave,Brooklyn,NY,New York,11216,41527,800.0,0.01836547291,51.90875,sqft lot,Sold 07/02/2018,98,Walker's Paradise,40.67386,-73.950123,94,100
322 Clifton Pl,Brooklyn,NY,New York,11216,85969,350.0,0.008034894399,245.6257143,sqft lot,Sold 07/09/2020,95,Walker's Paradise,40.688851,-73.951719,87,90
467 Tompkins Ave,Brooklyn,NY,New York,11216,975000,2008.0,0.04609733701,485.5577689,sqft lot,Sold 01/07/2019,98,Walker's Paradise,40.681456,-73.943238,77,100
336 Quincy St,Brooklyn,NY,New York,11216,1090000,2025.0,0.04648760331,538.2716049,sqft lot,Sold 12/13/2018,92,Walker's Paradise,40.687091,-73.947724,80,100
1510 Fulton St,Brooklyn,NY,New York,11216,1850000,3400.0,0.07805325987,544.1176471,sqft lot,Sold 02/07/2020,98,Walker's Paradise,40.679653,-73.940488,80,100
517 Nostrand Ave,Brooklyn,NY,New York,11216,2400000,1950.0,0.04476584022,1230.769231,sqft lot,Sold 05/02/2018,99,Walker's Paradise,40.6795,-73.949291,82,100
1215 Fulton St,Brooklyn,NY,New York,11216,32500000,37897.2,0.87,857.583146,acres lot,Sold 03/07/2019,98,Walker's Paradise,40.680889,-73.952784,84,100
155 Lincoln Pl,Brooklyn,NY,New York,11217,1000000,1709.0,0.03923324151,585.1375073,sqft lot,Sold 10/16/2020,99,Walker's Paradise,40.67607,-73.974917,90,100
90 4th Ave,Brooklyn,NY,New York,11217,22900000,1573.0,0.03611111111,14558.1691,sqft lot,Sold 07/03/2018,99,Walker's Paradise,40.68173,-73.980512,94,100
716 Ditmas Ave,Brooklyn,NY,New York,11218,450000,2828.0,0.06492194674,159.1230552,sqft lot,Sold 09/17/2019,93,Walker's Paradise,40.636127,-73.970776,87,95
248 Stratford Rd,Brooklyn,NY,New York,11218,1160000,5000.0,0.1147842057,232.0,sqft lot,Sold 03/28/2018,94,Walker's Paradise,40.642602,-73.968763,94,97
13th Ave,Brooklyn,NY,New York,11219,17500000,23958.0,0.55,730.4449453,acres lot,Sold 05/06/2019,95,Walker's Paradise,40.633063,-73.994151,62,83
